,MovieID,imdbId,tmdbId,title,release_year,original_language,genre,overview,production_companies,keywords,cast,director,poster_url
2859,3084,144969,159569,Home Page,1999,en,['documentary'],"A look at the early days of online culture as personified by college student Justin Hall, now acknowleged as the web’s first blogger.","['ZDF', 'ARTE', 'Copacetic Pictures']","['blogger', 'internet culture']","['Joey Anuff', 'Justin Hall', 'Julie Peterson', 'Howard Rheingold', 'John Seabrook']",['Doug Block'],https://image.tmdb.org/t/p/w500/eILODKQ3qcFcRcmhNolh3YvWvBU.jpg
2860,3085,84357,77010,The Living Dead Girl,1982,fr,['horror'],"A toxic spill revives a beautiful, dead heiress who, with the help of her childhood friend, must quench her insatiable thirst for blood.","['Les Films du Yaka', 'Films A.B.C.', 'Les Films Aleriaz']","['vampire', 'chemical', 'castle', 'living dead']","['Marina Pierro', 'Françoise Blanchard', 'Mike Marshall', 'Carina Barone', 'Fanny Magier', 'Patricia Besnard-Rousseau']",['Jean Rollin'],https://image.tmdb.org/t/p/w500/42tNjk8Y9tqu1ooIzPO7UwuviEq.jpg
2861,3086,24852,25898,Babes in Toyland,1934,en,"['fantasy', 'family', 'comedy']","Ollie Dee and Stannie Dum try to borrow money from their employer, the toymaker, to pay off the mortgage on Mother Peep's shoe and keep it and Little Bo Peep from the clutches of the evil Barnaby. When that fails, they trick Barnaby, enraging him.",['Hal Roach Studios'],"['holiday', 'fairy tale', 'musical', 'based on play or musical', 'boogeyman', 'mortgage', 'forced marriage', 'wooden soldier', 'fairy tale characters']","['Stan Laurel', 'Oliver Hardy', 'Charlotte Henry', 'Henry Brandon', 'Felix Knight', 'Virginia Karns', 'Florence Roberts', 'Richard Alexander', 'Scotty Beckett', 'Billy Bletcher']","['Gus Meins', 'Charley Rogers']",https://image.tmdb.org/t/p/w500/iN8B54ymwiLJmnbz5iluqbsit1e.jpg
2862,3087,96061,9647,Scrooged,1988,en,"['fantasy', 'drama', 'comedy']","Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.","['Paramount Pictures', 'Mirage Productions']","['holiday', 'tv ratings', 'ghost', 'duringcreditsstinger', 'christmas music', 'christmas', 'christmas eve']","['Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover', 'Bobcat Goldthwait', 'Robert Mitchum', 'David Johansen', 'Carol Kane', 'Nicholas Phillips', 'Michael J. Pollard']",['Richard Donner'],https://image.tmdb.org/t/p/w500/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg
2863,3088,42546,11787,Harvey,1950,en,"['fantasy', 'comedy']","The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",['Universal International Pictures'],"['sanatorium', 'based on play or musical', 'imaginary friend', 'mental institution', 'black and white', 'police officer', 'rabbit', 'mental illness', 'screwball comedy', 'commitment', 'brother sister relationship']","['James Stewart', 'Josephine Hull', 'Peggy Dow', 'Charles Drake', 'Cecil Kellaway', 'Victoria Horne', 'Jesse White', 'William H. Lynn', 'Wallace Ford', 'Nana Bryant']",['Henry Koster'],https://image.tmdb.org/t/p/w500/dgd82hYmpiXDM1G867HqNaWe8wj.jpg
2864,3089,40522,5156,Bicycle Thieves,1948,it,['drama'],"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",['Produzioni De Sica'],"['rome, italy', 'italian', 'society', 'riding a bicycle', 'search', 'poster', 'thief', 'black and white', 'stolen bicycle', 'madame', 'unemployment', 'realism', 'neo realism', 'italian neo realism']","['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Gino Saltamerenda', 'Vittorio Antonucci', 'Giulio Chiari', 'Elena Altieri', 'Carlo Jachino', 'Michele Sakara', 'Emma Druetti']",['Vittorio De Sica'],https://image.tmdb.org/t/p/w500/iPdVqIpmR3bRvOQJPrn4pr2KR3q.jpg
2865,3090,93509,24276,Matewan,1987,en,"['history', 'drama']","Filmed in the coal country of West Virginia, ""Matewan"" celebrates labor organizing in the context of a 1920s work stoppage. Union organizer, Joe Kenehan, a scab named ""Few Clothes"" Johnson and a sympathetic mayor and police chief heroically fight the power represented by a coal company and Matewan's vested interests so that justice and workers' rights need not take a back seat to squalid working conditions, exploitation and the bottom line.","['Cinecom Entertainment Group', 'Film Gallery', 'Goldcrest', 'Red Dog Films', 'Winwood Productions']","['traitor', 'based on true story', 'west virginia', 'gun battle', 'racism', 'preacher', 'double cross', 'labor organizer', 'labor union', 'coal mining', 'workers union', '1920s', 'coal miner', ""worker's rights"", 'miners strike', 'mining company', 'slit throat', 'union struggle', 'company town', 'authoritarian company', 'italian diaspora', 'gun death', 'hired goons']","['Chris Cooper', 'James Earl Jones', 'Mary McDonnell', 'Will Oldham', 'David Strathairn', 'Ken Jenkins', 'Kevin Tighe', 'Gordon Clapp', 'Bob Gunton', 'Jace Alexander']",['John Sayles'],https://image.tmdb.org/t/p/w500/jMYqoM60clzYIQriM1wYXXBjU3O.jpg
2866,3091,80979,11953,Kagemusha,1980,ja,"['war', 'history', 'action', 'drama']","Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.","['TOHO', '20th Century Fox', 'Kurosawa Production']","['japan', 'samurai', 'army', 'emperor', 'warlord', 'battle', 'impersonation', 'doppelgänger', 'jidaigeki', 'edo period', 'sengoku period', 'feudal lord', 'feudal japan', '16th century']","['Tatsuya Nakadai', 'Tsutomu Yamazaki', 'Kenichi Hagiwara', 'Jinpachi Nezu', 'Hideji Ōtaki', 'Daisuke Ryū', 'Masayuki Yui', 'Kaori Momoi', 'Mitsuko Baisho', 'Hideo Murota']",['Akira Kurosawa'],https://image.tmdb.org/t/p/w500/fJgqj9s8HNZz9zwX6femVJn8HEB.jpg
2867,3092,55850,44662,Chûshingura,1962,ja,"['history', 'action', 'drama']","After their lord is tricked into committing ritual suicide, forty-seven samurai warriors await the chance to avenge their master and reclaim their honor.",['TOHO'],"['japan', 'samurai', 'revenge', 'seppuku', 'jidaigeki', 'historical drama', 'chushingura']","['Matsumoto Hakuō I', 'Toshirō Mifune', 'Takashi Shimura', 'Tatsuya Mihashi', 'Yūzō Kayama', 'Akira Takarada', 'Yōsuke Natsuki', 'Makoto Satō', 'Tadao Takashima', 'Seizaburō Kawazu']",['Hiroshi Inagaki'],https://image.tmdb.org/t/p/w500/Ac9n6tJOhfLz9SYaoMKkMJaoLQd.jpg
2868,3093,67411,29005,McCabe & Mrs. Miller,1971,en,"['western', 'drama']",A gambler and a prostitute become thriving business partners in a remote Old West mining town until a large corporation arrives on the scene.,"['Warner Bros. Pictures', 'Robert Altman-David Foster Productions']","['based on novel or book', 'brothel', 'snow', 'gambler', 'mining town', 'washington state', 'brothel madam', 'opium den', '1900s']","['Warren Beatty', 'Julie Christie', 'René Auberjonois', 'William Devane', 'John Schuck', 'Corey Fischer', 'Bert Remsen', 'Shelley Duvall', 'Keith Carradine', 'Michael Murphy']",['Robert Altman'],https://image.tmdb.org/t/p/w500/oR839yRsFAiQHwJ78hdKZYjEBg8.jpg
2869,3094,93512,26371,Maurice,1987,en,"['romance', 'drama']","After his lover rejects him, Maurice attempts to come to terms with his sexuality within the restrictiveness of Edwardian society.","['Merchant Ivory Productions', 'Cinecom Pictures', 'Film Four International', 'Maurice Productions']","['coming out', 'secret love', 'based on novel or book', 'england', 'homophobia', 'forbidden love', 'coming of age', 'in the closet', 'lgbt', 'friends in love', '1900s', 'conversion therapy', 'gay theme', 'cambridge university', 'independent film']","['James Wilby', 'Hugh Grant', 'Rupert Graves', 'Denholm Elliott', 'Simon Callow', 'Billie Whitelaw', 'Barry Foster', 'Judy Parfitt', 'Phoebe Nicholls', 'Patrick Godfrey']",['James Ivory'],https://image.tmdb.org/t/p/w500/8HhCyxxzoUqEBmVGK25Jq69LhVo.jpg
2870,3095,32551,596,The Grapes of Wrath,1940,en,['drama'],"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",['20th Century Fox'],"['farm', 'california', 'based on novel or book', 'capitalism', 'ex-detainee', 'oklahoma', 'great depression', 'road trip', 'jail']","['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury']",['John Ford'],https://image.tmdb.org/t/p/w500/eUcxMVBIA0Jg8l1RGUqycrc3eIQ.jpg
2871,3096,50738,52470,My Man Godfrey,1957,en,['comedy'],"The eccentric Bullock household again need a new butler. Daughter Irene encounters bedraggled Godfrey Godfrey at the docks and, fancying him and noticing his obviously good manners, gets him the job. He proves a great success, but keeps his past to himself. When an old flame turns up Irene's sister Cordelia starts making waves.",['Universal International Pictures'],"['butler', 'screwball comedy']","['June Allyson', 'David Niven', 'Jessie Royce Landis', 'Robert Keith', 'Eva Gabor', 'Jay Robinson', 'Martha Hyer', 'Jeff Donnell', 'Herbert Anderson', 'Eric Sinclair']",['Henry Koster'],https://image.tmdb.org/t/p/w500/9qXWyhDDoQH2WEc3KecjRmu6QC.jpg
2872,3097,33045,20334,The Shop Around the Corner,1940,en,"['romance', 'drama', 'comedy']","Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",['Metro-Goldwyn-Mayer'],"['salesclerk', 'secret love', 'lovesickness', 'budapest, hungary', 'anonymous letter', 'man woman relationship', 'pen pals', 'love', 'black and white', 'co-workers relationship', 'music box', 'bickering', 'questioning', 'gift shop', 'holiday season', 'curious', 'christmas', 'introspective', 'parfumerie']","['Margaret Sullavan', 'James Stewart', 'Frank Morgan', 'Joseph Schildkraut', 'Sara Haden', 'Felix Bressart', 'William Tracy', 'Inez Courtney', 'Sarah Edwards', 'Edwin Maxwell']",['Ernst Lubitsch'],https://image.tmdb.org/t/p/w500/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg
2873,3098,87781,11393,The Natural,1984,en,['drama'],An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,['TriStar Pictures'],"['corruption', 'sports', 'baseball', 'attempted murder', 'talent', 'redemption', 'child prodigy', 'femme fatale', 'lightning bolt', 'hdd']","['Robert Redford', 'Robert Duvall', 'Glenn Close', 'Kim Basinger', 'Wilford Brimley', 'Barbara Hershey', 'Robert Prosky', 'Richard Farnsworth', 'Joe Don Baker', 'Michael Madsen']",['Barry Levinson'],https://image.tmdb.org/t/p/w500/fwn1gYeOkS1XHKVFdNorKSIpix8.jpg
2874,3099,73692,31121,Shampoo,1975,en,"['romance', 'drama', 'comedy']","On Election Day, 1968, irresponsible hairdresser and ladies' man George Roundy is too busy cutting hair and dealing with his girlfriends and mistress Felicia Karpf, whose husband Lester is having an affair with his ex-girlfriend Jackie.","['Columbia Pictures', 'Persky-Bright Productions']","['hairdresser', 'presidential election', 'los angeles, california', 'beverly hills', 'sex comedy', '1960s', 'cheerful']","['Warren Beatty', 'Julie Christie', 'Goldie Hawn', 'Lee Grant', 'Jack Warden', 'Tony Bill', 'George Furth', 'Jay Robinson', 'Ann Weldon', 'Luana Anders']",['Hal Ashby'],https://image.tmdb.org/t/p/w500/6jmFvXPV6OhtX3AkAVnH7rwdeUJ.jpg
2875,3100,105265,293,A River Runs Through It,1992,en,"['drama', 'family']","The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going.","['Allied Filmmakers', 'Columbia Pictures']","['journalist', 'individual', 'sibling relationship', 'gambling', 'prohibition era', 'montana', 'fishing', 'fly fishing', 'pastor', 'semi autobiographical']","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd', 'Edie McClurg', 'Stephen Shellen', 'Vann Gravage', 'Nicole Burdette', 'Susan Traylor']",['Robert Redford'],https://image.tmdb.org/t/p/w500/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg
2876,3101,93010,10998,Fatal Attraction,1987,en,"['romance', 'drama', 'thriller']",A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,['Paramount Pictures'],"['new york city', 'sexual obsession', 'marriage crisis', 'obsession', 'married couple', 'deceived wife', 'one-night stand', 'stalker', 'stalking', 'lawyer', 'female stalker', 'extramarital affair', 'obsessive love', 'executive', 'married man', 'psychotic obsessions', 'obsessed with a man', 'obsessive relationship', ""every man's nightmare""]","['Michael Douglas', 'Glenn Close', 'Anne Archer', 'Ellen Hamilton Latzen', 'Stuart Pankin', 'Ellen Foley', 'Fred Gwynne', 'Tom Brennan', 'Lois Smith', 'Mike Nussbaum']",['Adrian Lyne'],https://image.tmdb.org/t/p/w500/vjB9XwJKnYqFKKjhWcE6WpAf5Ki.jpg
2877,3102,89360,12235,Jagged Edge,1985,en,['thriller'],"After a wealthy heiress is murdered in her beach house, her devastated husband becomes the prime suspect. He hires a lawyer who hasn’t taken a criminal case in years, and as they work together, a complicated romance develops amidst the trial.","['Delphi IV Productions', 'Columbia Pictures']","['court', 'proof', 'client', 'sociopath', 'lawyer', 'courtroom', 'beach house', 'heiress', 'psycho killer', 'neo-noir', 'female attorney']","['Glenn Close', 'Jeff Bridges', 'Peter Coyote', 'Lance Henriksen', 'Robert Loggia', 'Michael Dorn', 'Maria Mayenzet', 'William Allen Young', 'Ben Hammer', 'James Karen']",['Richard Marquand'],https://image.tmdb.org/t/p/w500/wHYjo3NLc293ZEXVSGhRIUr3Iqi.jpg
2878,3103,100680,36094,Stanley & Iris,1990,en,"['romance', 'drama']","An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.","['Star Partners II', 'Metro-Goldwyn-Mayer', 'Lantana Productions']","['widow', 'education', 'bakery', 'love', 'tutor']","['Jane Fonda', 'Robert De Niro', 'Swoosie Kurtz', 'Martha Plimpton', 'Jamey Sheridan', 'Feodor Chaliapin Jr.', 'Zohra Lampert', 'Loretta Devine', 'Kathy Kinney', 'Harley Cross']",['Martin Ritt'],https://image.tmdb.org/t/p/w500/ydDNS3aCnBWOT9jQiEVmN56rk2i.jpg
2879,3104,95631,9013,Midnight Run,1988,en,"['thriller', 'adventure', 'crime', 'comedy', 'action']","A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.","['Universal Pictures', 'City Light Films']","['crooked lawyer', 'road trip', 'buddy', 'buddy comedy', 'bail jumper', 'mafia accountant', 'stretch limousine', 'manhattan, new york city', 'southwestern u.s.', 'bus station', 'police surveillance']","['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton', 'Dennis Farina', 'Joe Pantoliano', 'Richard Foronjy', 'Robert Miranda', 'Jack Kehoe', 'Wendy Phillips']",['Martin Brest'],https://image.tmdb.org/t/p/w500/yx0touyDQ9enWDsFgS4MbBwCSNd.jpg
2880,3105,99077,11005,Awakenings,1990,en,['drama'],"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",['Parkes/Lasker productions'],"['coma', 'experiment', 'based on novel or book', 'hope', 'miracle', 'based on true story', 'hospital', 'illness', 'woman director', 'comatose', 'medical drama']","['Robert De Niro', 'Robin Williams', 'John Heard', 'Julie Kavner', 'Penelope Ann Miller', 'Ruth Nelson', 'Max von Sydow', 'Anne Meara', 'Dexter Gordon', 'George Martin']",['Penny Marshall'],https://image.tmdb.org/t/p/w500/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg
2881,3106,99291,59820,Come See the Paradise,1990,en,"['romance', 'history', 'drama']","In this drama from director Alan Parker, on-the-lam Jack McGurn flees to Los Angeles and takes a job as a projectionist at a movie theater owned by a Japanese-American man. Jack falls for the owner's daughter, Lily, but they are forced to elope to Seattle when her father forbids the relationship. The couple marry and have a daughter, but when World War II breaks out, Jack is powerless to stop his new family's forced internment.",['20th Century Fox'],"['new york city', 'world war ii', 'forbidden love', 'love', 'interracial marriage', '1940s']","['Dennis Quaid', 'Tamlyn Tomita', 'Sab Shimono', 'Brady Tsurutani', 'Shizuko Hoshi', 'Stan Egi', 'Ronald Yamamoto', 'Akemi Nishino', 'Naomi Nakano', 'Elizabeth Gilliam']",['Alan Parker'],https://image.tmdb.org/t/p/w500/uBdJXVfcQkhKBg2SfydhoTqtcBr.jpg
2882,3107,101393,2924,Backdraft,1991,en,"['crime', 'action', 'drama', 'thriller']","Two feuding siblings carrying on a heroic family tradition as Chicago firefighters. But when a puzzling series of arson attacks is reported, they are forced to set aside their differences to solve the mystery surrounding these crimes.","['Trilogy Entertainment Group', 'Imagine Entertainment', 'Universal Pictures']","['chicago, illinois', 'rescue', 'fire', 'corruption', 'sibling relationship', 'psychopath', 'office', 'investigation', 'danger of life', 'arson', 'firefighting', 'explosion', 'warehouse', 'pyromaniac', 'firefighter', 'somber', 'suspenseful']","['Kurt Russell', 'William Baldwin', 'Robert De Niro', 'Donald Sutherland', 'Jennifer Jason Leigh', 'Scott Glenn', 'Rebecca De Mornay', 'Jason Gedrick', 'J.T. Walsh', 'Anthony Mockus Sr.']",['Ron Howard'],https://image.tmdb.org/t/p/w500/bymJtYNIdiAiBR1LRetaJXbfryc.jpg
2883,3108,101889,177,The Fisher King,1991,en,"['romance', 'drama', 'comedy']",Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,['TriStar Pictures'],"['homeless person', 'unsociability', 'holy grail', 'sense of guilt', 'loss of loved one', 'cynic', 'gun rampage', 'talk show', 'suppressed past', 'yuppie', 'forgiveness', 'legend', 'self-discovery', 'housebreaking', 'mental illness', 'fugue state', 'whimsical', 'exuberant', 'joyful']","['Robin Williams', 'Jeff Bridges', 'Amanda Plummer', 'Mercedes Ruehl', 'Michael Jeter', 'William Jay Marshall', 'Chris Howell', 'Adam Bryant', 'Paul Lombardi', 'David Hyde Pierce']",['Terry Gilliam'],https://image.tmdb.org/t/p/w500/hwIYw22HmAUMobV4zsX69MgfVUz.jpg
2884,3109,88007,38557,The River,1984,en,['drama'],"Tom and Mae Garvey are a Tennessee farming couple battling violent floods to save their land. In addition to natural disasters, the Garveys fight to stop a selfish land developer and a local corporation from foreclosing on their farm. While Mae stays at home to care for their children and tend to the crops, Tom finds work as a scab at a steel mill to preserve his family's property.",['Universal Pictures'],['river'],"['Mel Gibson', 'Sissy Spacek', 'Scott Glenn', 'Billy Green Bush', 'Shane Bailey', 'Becky Jo Lynch', 'Don Hood', 'James Tolkan', 'Bob W. Douglas', 'Andy Stahl']",['Mark Rydell'],https://image.tmdb.org/t/p/w500/bXIlE2QVIarVug9wpyPIz2xiWxf.jpg
2885,3110,87091,42087,Country,1984,en,['drama'],"Jewell and Gil are farmers. They seem to be working against the odds, producing no financial surplus. Gil has lost hope of ever becoming prosperous, but Jewell decides to fight for her family.",['Touchstone Pictures'],"['farm', 'iowa', 'tornado', 'farmer', 'foreclosure']","['Jessica Lange', 'Sam Shepard', 'Wilford Brimley', 'Matt Clark', 'Theresa Graham', 'Levi L. Knebel', 'Jim Haynie', 'Sandra Seacat', 'Alex Harvey', 'Stephanie-Stacy Poyner']",['Richard Pearce'],https://image.tmdb.org/t/p/w500/2lcDRkDJVtFt06Z1oueZtobcJJz.jpg
2886,3111,87921,13681,Places in the Heart,1984,en,['drama'],"In 1935 rural Texas, recently widowed Edna Spaulding struggles to survive with two small children, a farm to run, and very little money in the bank - not to mention a deadly tornado and the unwelcome presence of the Ku Klux Klan. Edna is aided by her beautician sister, Margaret; a blind boarder, Mr. Will; and a would-be thief, Moze, who decides to teach Edna how to plant and harvest cotton.","['TriStar Pictures', 'Delphi II Productions']","['farm', 'war veteran', 'ku klux klan', 'loss of loved one', 'kidnapping', 'widow', 'texas', 'tornado', 'great depression', 'racial segregation', 'racism', 'blind', '1930s', 'cotton farmer']","['Sally Field', 'Lindsay Crouse', 'John Malkovich', 'Danny Glover', 'Ed Harris', 'Ray Baker', 'Amy Madigan', ""Terry O'Quinn"", 'Bert Remsen', 'Jay Patterson']",['Robert Benton'],https://image.tmdb.org/t/p/w500/bmWg3uVn700inqOiadxeFTmiqmV.jpg
2887,3112,90556,34760,"'night, Mother",1986,en,['drama'],A mother and daughter spend a night together after the daughter reveals that she will kill herself by the end of it.,"['Aaron Spelling Productions', 'Universal Pictures']","['suicide', 'parent child relationship', 'epilepsy', 'pulitzer prize', 'melancholy', 'based on play or musical', 'epileptic', 'mother daughter relationship']","['Sissy Spacek', 'Anne Bancroft', 'Ed Berke', 'Carol Robbins', 'Jennifer Roosendahl', 'Michael Kenworthy', 'Sari Walker', 'Claire Malis']",['Tom Moore'],https://image.tmdb.org/t/p/w500/qMUD4HGqjH1I8LBZI9kcT6Dxmyh.jpg
2888,3113,146675,9946,End of Days,1999,en,"['fantasy', 'action', 'thriller', 'horror']","Cynical bodyguard Jericho is hired by a man possessed by Satan, who is in search of his bride. When Jericho realizes what is happening, he must do everything he can to save the woman and the world.",['Beacon Communications'],"[""new year's eve"", 'new york city', 'nightmare', 'faith', 'christianity', 'pastor', 'bible', 'satanist', 'ex-cop', 'atheist', 'anti-christ', 'millenium', 'priest', 'hospital', 'explosion', 'church', 'devil', 'ritual murder', 'macabre', 'hard', 'meditative', 'stigmata', 'paranoid', 'philosophical', 'supernatural horror', 'dreary', 'good versus evil', 'security agent', 'absurd', 'exhilarated', 'frustrated']","['Arnold Schwarzenegger', 'Gabriel Byrne', 'Robin Tunney', 'Kevin Pollak', 'CCH Pounder', ""Derrick O'Connor"", 'David Weisenberg', 'Rainer Judd', 'Miriam Margolyes', 'Udo Kier']",['Peter Hyams'],https://image.tmdb.org/t/p/w500/pY8FbKKl3VD0jRI1iDFrwN6alLa.jpg
2889,3114,120363,863,Toy Story 2,1999,en,"[""children's"", 'animation', 'family', 'comedy']","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",['Pixar'],"['friendship', 'airplane', 'museum', 'prosecution', 'identity crisis', 'villain', 'flea market', 'collector', 'sequel', 'buddy', 'rescue team', 'prospector', 'garage sale', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects come to life', 'cheerful', 'comforting']","['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'Wayne Knight']",['John Lasseter'],https://image.tmdb.org/t/p/w500/4rbcp3ng8n1MKHjpeqW0L7Fnpzz.jpg
2890,3115,155711,31582,Flawless,1999,en,"['crime', 'drama', 'comedy']",An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,"['Metro-Goldwyn-Mayer', 'Tribeca Productions']","['drag queen', 'tango', 'sex change', 'ex-cop', 'loneliness', 'stroke', 'singing lessons', 'physical therapy']","['Robert De Niro', 'Philip Seymour Hoffman', 'Barry Miller', 'Chris Bauer', 'Skipp Sudduth', 'Wilson Jermaine Heredia', 'Nashom Benjamin', 'Scott Allen Cooper', 'Rory Cochrane', 'Daphne Rubin-Vega']",['Joel Schumacher'],https://image.tmdb.org/t/p/w500/fkwkkUnaTmhaWt2OGBRepYr7yB5.jpg
2891,3116,189744,125520,Miss Julie,1999,en,['drama'],A footman seduces a count's daughter. Adaptation of August Strindberg's famous play.,"['Red Mullet', 'Moonstone Entertainment', 'United Artists', 'Metro-Goldwyn-Mayer']",['seduction'],"['Saffron Burrows', 'Peter Mullan', 'Maria Doyle Kennedy', 'Joanna Page', 'Eileen Walsh', 'Tam Dean Burn', 'Heathcote Williams']",['Mike Figgis'],https://image.tmdb.org/t/p/w500/7eBM9T0CKZpy59dIsvAg4GArTg8.jpg
2892,3117,134154,22267,Ride with the Devil,1999,en,"['war', 'romance', 'drama', 'western']","Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.","['Good Machine', 'Universal Pictures']","['civil war', 'based on novel or book', 'missouri', 'friends', 'bush whacker', 'raid', 'american civil war', '1860s']","['Skeet Ulrich', 'Tobey Maguire', 'Jewel', 'Jeffrey Wright', 'Simon Baker', 'Jonathan Rhys Meyers', 'Tom Wilkinson', 'Jim Caviezel', 'Tom Guiry', 'Jonathan Brandis']",['Ang Lee'],https://image.tmdb.org/t/p/w500/pH3J5IUzho4ZVaRuTuErzqHHovb.jpg
2893,3118,161023,55123,Tumbleweeds,1999,en,"['drama', 'comedy']","Whenever trouble strikes in one of her relationships, single mother Mary Jo Walker and her daughter, Ava, pack up and move to another city, a routine Ava is tiring of. This time, they are helped on their move to San Diego by trucker Jack Ranson. While Ava settles in, getting a leading part in the school play, Jack starts dating Mary Jo but soon reveals himself to be controlling and aggressive. Mary Jo prepares to flee again, angering Ava.",['Fine Line Features'],"['san diego, california', 'single mother', 'mother daughter relationship']","['Janet McTeer', 'Kimberly J. Brown', 'Jay O. Sanders', ""Gavin O'Connor"", 'Laurel Holloman', 'Lois Smith', 'Michael J. Pollard', 'Linda Porter', 'Ashley Buccille', 'Cody McMains']","[""Gavin O'Connor""]",https://image.tmdb.org/t/p/w500/2SdW45O7bPDTe0zLzNHhEcacNAk.jpg
2894,3119,67656,5486,A Bay of Blood,1971,it,"['thriller', 'horror']","An elderly heiress is killed by her husband who wants control of her fortunes. What ensues is an all-out murder spree as relatives and friends attempt to reduce the inheritance playing field, complicated by some teenagers who decide to camp out in a dilapidated building on the estate.",['Nuova Linea Cinematografica'],"['suicide', 'octopus', 'psychopath', 'mass murder', 'wheelchair', 'gore', 'murder', 'serial killer', 'slasher', 'skinny dipping', 'maniac', 'axe murder', 'macabre', 'video nasty', 'proto-slasher', 'ax']","['Claudine Auger', 'Luigi Pistilli', 'Claudio Camaso', 'Anna Maria Rosati', 'Chris Avram', 'Leopoldo Trieste', 'Laura Betti', 'Brigitte Skay', 'Isa Miranda', 'Paola Montenero']",['Mario Bava'],https://image.tmdb.org/t/p/w500/cTqmAcZwaEY609QDCLpgBlwijn9.jpg
