,MovieID,Title,Genres,release_year,imdbId,tmdbId,title,overview,original_language,genres,production_companies,keywords,cast,crew,poster_url
2862,3071,Stand and Deliver (1987),Drama,1987,94027,29154,Stand and Deliver,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",en,['Drama'],"['American Playhouse', 'Olmos Productions']","['mathematics', 'education', 'based on true story', 'teacher', 'drop-out', 'high school teacher', 'mexican american']","['Edward James Olmos', 'Lou Diamond Phillips', 'Rosanna DeSoto', 'Andy Garcia', 'Estelle Harris', 'Mark Phelan', 'Virginia Paris', 'Eliot', 'Adelaida Alvarez', 'Carmen Argenziano']",['Ramón Menéndez'],https://image.tmdb.org/t/p/w500/A9pfzwk02iNl6i9wyk8lNcBkvc.jpg
2863,3072,Moonstruck (1987),Comedy,1987,93565,2039,Moonstruck,"37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn't love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries to resist, but Ronny, who blames his brother for the loss of his hand, has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls for Ronny, she learns that she's not the only one in her family with a secret romance.",en,"['Comedy', 'Drama', 'Romance']","['Star Partners', 'Metro-Goldwyn-Mayer', 'Patrick Palmer & Norman Jewison Productions']","['opera', 'marriage proposal', 'husband wife relationship', 'italian american', 'sicily, italy', 'widow', 'superstition', 'full moon', 'man woman relationship', ""mama's boy"", 'bakery', 'engagement', 'family relationships', 'italian restaurant', 'dog', 'makeover', 'brooklyn, new york city', 'dying mother', 'mothering', 'holiday season', 'extended family', 'engaged couple', 'baker', 'estranged brother', 'bookkeeper', 'the metropolitan opera', 'la bohème', 'bad blood', 'disapproving parent', 'passion and romance', 'affair', 'hilarious', 'romantic', 'melodramatic']","['Cher', 'Nicolas Cage', 'Vincent Gardenia', 'Olympia Dukakis', 'Danny Aiello', 'Julie Bovasso', 'John Mahoney', 'Louis Guss', 'Feodor Chaliapin Jr.', 'Anita Gillette']",['Norman Jewison'],https://image.tmdb.org/t/p/w500/2mnVWpvsHEHHnfvLn1NXYVvBGl5.jpg
2864,3073,"Sandpiper, The (1965)",Drama|Romance,1965,59674,77915,The Sandpiper,"A free-spirited single mother forms a connection with the wedded headmaster of an Episcopalian boarding school in Monterey, California.",en,"['Drama', 'Romance']","['Venice Productions', 'Filmways Pictures', 'Metro-Goldwyn-Mayer']","['deer', 'love', 'school', 'unwed mother', 'big sur']","['Elizabeth Taylor', 'Richard Burton', 'Eva Marie Saint', 'Charles Bronson', 'Robert Webber', 'James Edwards', 'Torin Thatcher', 'Tom Drake', 'Douglas Henderson', 'Morgan Mason']",['Vincente Minnelli'],https://image.tmdb.org/t/p/w500/cOEIl9QjFe6Pt5W7hbkt2Hy7EfX.jpg
2865,3074,Jeremiah Johnson (1972),Western,1972,68762,11943,Jeremiah Johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-on-one combat on the early frontier.,en,"['Adventure', 'Western', 'Drama', 'Action']","['Sanford Productions (III)', 'Warner Bros. Pictures']","['based on novel or book', 'loss of loved one', 'rocky mountains', 'survival', 'snow', 'cabin', '19th century', 'mountain man', 'fur trapper', 'blackfoot']","['Robert Redford', 'Will Geer', 'Delle Bolton', 'Josh Albee', 'Joaquín Martínez', 'Allyn Ann McLerie', 'Stefan Gierasch', 'Richard Angarola', 'Paul Benedict', 'Charles Tyner']",['Sydney Pollack'],https://image.tmdb.org/t/p/w500/fANj1S3UmBB51wnKxYRKtw8LMBn.jpg
2866,3075,Repulsion (1965),Thriller,1965,59646,11481,Repulsion,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",en,"['Drama', 'Thriller', 'Horror']","['Compton Films', 'Tekli British Productions']","['london, england', 'schizophrenia', 'post-traumatic stress disorder (ptsd)', 'hallucination', 'rent', 'loneliness', 'black and white', 'psychosis', 'psychological horror']","['Catherine Deneuve', 'Ian Hendry', 'John Fraser', 'Yvonne Furneaux', 'Patrick Wymark', 'Renée Houston', 'Valerie Taylor', 'James Villiers', 'Helen Fraser', 'Monica Merlin']",['Roman Polanski'],https://image.tmdb.org/t/p/w500/dtyCKEPLqv9wxyVazL4b843vtUb.jpg
2867,3076,Irma la Douce (1963),Comedy,1963,57187,2690,Irma la Douce,"When a recently fired policeman falls in love with a French prostitute, he doesn't want her to be with other men, so he creates an alter-ego in order to become her only customer.",en,"['Romance', 'Comedy']","['Phalanx Productions', 'The Mirisch Company']","['prostitute', 'paris, france', ""love of one's life"", 'police', 'pimp', 'red-light district']","['Shirley MacLaine', 'Jack Lemmon', 'Lou Jacobi', 'Bruce Yarnell', 'Herschel Bernardi', 'Hope Holiday', 'Joan Shawlee', 'Grace Lee Whitney', 'Paul Dubov', 'Howard McNear']",['Billy Wilder'],https://image.tmdb.org/t/p/w500/5TgL8ql6WwXWmX4EvBL4geJ7gx5.jpg
2868,3077,42 Up (1998),Documentary,1998,164312,20565,42 Up,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,en,['Documentary'],['Granada Television'],"['docudrama', 'archive footage']","['Bruce Balden', 'Jacqueline Bassett', 'Symon Basterfield', 'Andrew Brackfield', 'John Brisby', 'Suzanne Dewey', 'Nicholas Hitchon', 'Neil Hughes', 'Lynn Johnson', 'Paul Kligerman']",['Michael Apted'],https://image.tmdb.org/t/p/w500/fcOziYVE7iGW3H7tM4yLod4ExvK.jpg
2869,3078,Liberty Heights (1999),Drama,1999,165859,27141,Liberty Heights,"This semi-autobiographical film by Barry Levinson follows various members of the Kurtzman clan, a Jewish family living in suburban Baltimore during the 1950s. As teenaged Ben completes high school, he falls for Sylvia, a black classmate, creating inevitable tensions. Meanwhile, Ben's brother, Van, attends college and becomes smitten with a mysterious woman while their father tries to maintain his burlesque business.",en,['Drama'],"['Warner Bros. Pictures', 'Spring Creek Pictures', 'Baltimore Pictures']","['high school', 'jewish life', 'baltimore, usa', 'coming of age', 'antisemitism', 'interracial relationship', 'racism', 'wasp', 'semi autobiographical', 'jewish family', '1950s']","['Adrien Brody', 'Ben Foster', 'Orlando Jones', 'Bebe Neuwirth', 'Joe Mantegna', 'David Krumholtz', 'Rebekah Johnson', 'Richard Kline', 'Vincent Guastaferro', 'Justin Chambers']",['Barry Levinson'],https://image.tmdb.org/t/p/w500/pFcUURqmwvvyq0eFzvDun8daPMX.jpg
2870,3079,Mansfield Park (1999),Drama,1999,178737,10399,Mansfield Park,"Fanny Price is sent to live with her wealthy relatives, the Bertrams, where she is treated poorly by most except her cousin Edmund. Her life is complicated by the arrival of the worldly Mary and Henry Crawford.",en,"['Romance', 'Drama']","['HAL Films', 'BBC Film']","['based on novel or book', 'country estate', 'woman director']","[""Frances O'Connor"", 'Jonny Lee Miller', 'Alessandro Nivola', 'Hannah Taylor-Gordon', 'Lindsay Duncan', 'James Purefoy', 'Sheila Gish', 'Harold Pinter', 'Victoria Hamilton', 'Hugh Bonneville']",['Patricia Rozema'],https://image.tmdb.org/t/p/w500/4l6KP9BSU1QgSgj9cjpeS3Bfhsr.jpg
2871,3081,Sleepy Hollow (1999),Horror|Romance,1999,162661,2668,Sleepy Hollow,"Skeptical young detective Ichabod Crane gets transferred to the hamlet of Sleepy Hollow, New York, where he is tasked with investigating the decapitations of three people – murders the townsfolk attribute to a legendary specter, The Headless Horseman.",en,"['Fantasy', 'Thriller', 'Mystery', 'Horror']","['Paramount Pictures', 'Mandalay Pictures', 'American Zoetrope', 'Karol Film Productions', 'Scott Rudin Productions', 'Tim Burton Productions']","['small town', 'steampunk', 'police detective', 'new york state', 'skeptic', 'autumn', '19th century', 'headless horseman']","['Johnny Depp', 'Christina Ricci', 'Miranda Richardson', 'Michael Gambon', 'Casper Van Dien', 'Jeffrey Jones', 'Richard Griffiths', 'Ian McDiarmid', 'Michael Gough', 'Christopher Walken']",['Tim Burton'],https://image.tmdb.org/t/p/w500/1GuK965FLJxqUw9fd1pmvjbFAlv.jpg
2872,3082,"World Is Not Enough, The (1999)",Action|Thriller,1999,143145,36643,The World Is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",en,"['Adventure', 'Action', 'Thriller']",['EON Productions'],"['mission', 'london, england', 'submarine', 'oil', 'boat chase', 'mi6', 'heiress', 'bilbao, spain', 'british secret service', 'snowmobile', 'azerbaijan', 'james bond']","['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards', 'Robbie Coltrane', 'Judi Dench', 'Desmond Llewelyn', 'John Cleese', 'Maria Grazia Cucinotta', 'Samantha Bond']",['Michael Apted'],https://image.tmdb.org/t/p/w500/wCb2msgoZPK01WIqry24M4xsM73.jpg
2873,3083,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama,1999,185125,99,All About My Mother,"Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun.",es,"['Comedy', 'Drama']","['El Deseo', 'Renn Productions', 'France 2 Cinéma']","['drug abuse', 'barcelona, spain', 'transvestism', 'transplantation', 'madrid, spain', 'transsexuality', 'birthday', 'autograph', 'friends', 'lgbt', 'melodrama']","['Cecilia Roth', 'Marisa Paredes', 'Candela Peña', 'Antonia San Juan', 'Penélope Cruz', 'Rosa María Sardà', 'Fernando Fernán Gómez', 'Fernando Guillén', 'Toni Cantó', 'Carlos Lozano']",['Pedro Almodóvar'],https://image.tmdb.org/t/p/w500/hjQhzhkGYXPNM96k0mOgob6HMmn.jpg
2874,3084,Home Page (1999),Documentary,1999,144969,159569,Home Page,"A look at the early days of online culture as personified by college student Justin Hall, now acknowleged as the web’s first blogger.",en,['Documentary'],"['ZDF', 'ARTE', 'Copacetic Pictures']","['blogger', 'internet culture']","['Joey Anuff', 'Justin Hall', 'Julie Peterson', 'Howard Rheingold', 'John Seabrook']",['Doug Block'],https://image.tmdb.org/t/p/w500/eILODKQ3qcFcRcmhNolh3YvWvBU.jpg
2875,3085,"Living Dead Girl, The (La Morte Vivante) (1982)",Horror,1982,84357,77010,The Living Dead Girl,"A toxic spill revives a beautiful, dead heiress who, with the help of her childhood friend, must quench her insatiable thirst for blood.",fr,['Horror'],"['Les Films du Yaka', 'Films A.B.C.', 'Les Films Aleriaz']","['vampire', 'chemical', 'castle', 'living dead']","['Marina Pierro', 'Françoise Blanchard', 'Mike Marshall', 'Carina Barone', 'Fanny Magier', 'Patricia Besnard-Rousseau']",['Jean Rollin'],https://image.tmdb.org/t/p/w500/42tNjk8Y9tqu1ooIzPO7UwuviEq.jpg
2876,3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy,1934,24852,25898,Babes in Toyland,"Ollie Dee and Stannie Dum try to borrow money from their employer, the toymaker, to pay off the mortgage on Mother Peep's shoe and keep it and Little Bo Peep from the clutches of the evil Barnaby. When that fails, they trick Barnaby, enraging him.",en,"['Fantasy', 'Comedy', 'Family']",['Hal Roach Studios'],"['holiday', 'fairy tale', 'musical', 'based on play or musical', 'boogeyman', 'mortgage', 'forced marriage', 'wooden soldier', 'fairy tale characters']","['Stan Laurel', 'Oliver Hardy', 'Charlotte Henry', 'Henry Brandon', 'Felix Knight', 'Virginia Karns', 'Florence Roberts', 'Richard Alexander', 'Scotty Beckett', 'Billy Bletcher']","['Gus Meins', 'Charley Rogers']",https://image.tmdb.org/t/p/w500/iN8B54ymwiLJmnbz5iluqbsit1e.jpg
2877,3087,Scrooged (1988),Comedy,1988,96061,9647,Scrooged,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",en,"['Fantasy', 'Comedy', 'Drama']","['Paramount Pictures', 'Mirage Productions']","['holiday', 'tv ratings', 'ghost', 'duringcreditsstinger', 'christmas music', 'christmas', 'christmas eve']","['Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover', 'Bobcat Goldthwait', 'Robert Mitchum', 'David Johansen', 'Carol Kane', 'Nicholas Phillips', 'Michael J. Pollard']",['Richard Donner'],https://image.tmdb.org/t/p/w500/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg
2878,3088,Harvey (1950),Comedy,1950,42546,11787,Harvey,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",en,"['Comedy', 'Fantasy']",['Universal International Pictures'],"['sanatorium', 'based on play or musical', 'imaginary friend', 'mental institution', 'black and white', 'police officer', 'rabbit', 'mental illness', 'screwball comedy', 'commitment', 'brother sister relationship']","['James Stewart', 'Josephine Hull', 'Peggy Dow', 'Charles Drake', 'Cecil Kellaway', 'Victoria Horne', 'Jesse White', 'William H. Lynn', 'Wallace Ford', 'Nana Bryant']",['Henry Koster'],https://image.tmdb.org/t/p/w500/dgd82hYmpiXDM1G867HqNaWe8wj.jpg
2879,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,1948,40522,5156,Bicycle Thieves,"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",it,['Drama'],['Produzioni De Sica'],"['rome, italy', 'italian', 'society', 'riding a bicycle', 'search', 'poster', 'thief', 'black and white', 'stolen bicycle', 'madame', 'unemployment', 'realism', 'neo realism', 'italian neo realism']","['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Gino Saltamerenda', 'Vittorio Antonucci', 'Giulio Chiari', 'Elena Altieri', 'Carlo Jachino', 'Michele Sakara', 'Emma Druetti']",['Vittorio De Sica'],https://image.tmdb.org/t/p/w500/iPdVqIpmR3bRvOQJPrn4pr2KR3q.jpg
2880,3090,Matewan (1987),Drama,1987,93509,24276,Matewan,"Filmed in the coal country of West Virginia, ""Matewan"" celebrates labor organizing in the context of a 1920s work stoppage. Union organizer, Joe Kenehan, a scab named ""Few Clothes"" Johnson and a sympathetic mayor and police chief heroically fight the power represented by a coal company and Matewan's vested interests so that justice and workers' rights need not take a back seat to squalid working conditions, exploitation and the bottom line.",en,"['Drama', 'History']","['Cinecom Entertainment Group', 'Film Gallery', 'Goldcrest', 'Red Dog Films', 'Winwood Productions']","['traitor', 'based on true story', 'west virginia', 'gun battle', 'racism', 'preacher', 'double cross', 'labor organizer', 'labor union', 'coal mining', 'workers union', '1920s', 'coal miner', ""worker's rights"", 'miners strike', 'mining company', 'slit throat', 'union struggle', 'company town', 'authoritarian company', 'italian diaspora', 'gun death', 'hired goons']","['Chris Cooper', 'James Earl Jones', 'Mary McDonnell', 'Will Oldham', 'David Strathairn', 'Ken Jenkins', 'Kevin Tighe', 'Gordon Clapp', 'Bob Gunton', 'Jace Alexander']",['John Sayles'],https://image.tmdb.org/t/p/w500/jMYqoM60clzYIQriM1wYXXBjU3O.jpg
2881,3091,Kagemusha (1980),Drama|War,1980,80979,11953,Kagemusha,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",ja,"['Action', 'Drama', 'History', 'War']","['TOHO', '20th Century Fox', 'Kurosawa Production']","['japan', 'samurai', 'army', 'emperor', 'warlord', 'battle', 'impersonation', 'doppelgänger', 'jidaigeki', 'edo period', 'sengoku period', 'feudal lord', 'feudal japan', '16th century']","['Tatsuya Nakadai', 'Tsutomu Yamazaki', 'Kenichi Hagiwara', 'Jinpachi Nezu', 'Hideji Ōtaki', 'Daisuke Ryū', 'Masayuki Yui', 'Kaori Momoi', 'Mitsuko Baisho', 'Hideo Murota']",['Akira Kurosawa'],https://image.tmdb.org/t/p/w500/fJgqj9s8HNZz9zwX6femVJn8HEB.jpg
2882,3092,Chushingura (1962),Drama,1962,55850,44662,Chûshingura,"After their lord is tricked into committing ritual suicide, forty-seven samurai warriors await the chance to avenge their master and reclaim their honor.",ja,"['History', 'Drama', 'Action']",['TOHO'],"['japan', 'samurai', 'revenge', 'seppuku', 'jidaigeki', 'historical drama', 'chushingura']","['Matsumoto Hakuō I', 'Toshirō Mifune', 'Takashi Shimura', 'Tatsuya Mihashi', 'Yūzō Kayama', 'Akira Takarada', 'Yōsuke Natsuki', 'Makoto Satō', 'Tadao Takashima', 'Seizaburō Kawazu']",['Hiroshi Inagaki'],https://image.tmdb.org/t/p/w500/Ac9n6tJOhfLz9SYaoMKkMJaoLQd.jpg
2883,3093,McCabe & Mrs. Miller (1971),Drama|Western,1971,67411,29005,McCabe & Mrs. Miller,A gambler and a prostitute become thriving business partners in a remote Old West mining town until a large corporation arrives on the scene.,en,"['Western', 'Drama']","['Warner Bros. Pictures', 'Robert Altman-David Foster Productions']","['based on novel or book', 'brothel', 'snow', 'gambler', 'mining town', 'washington state', 'brothel madam', 'opium den', '1900s']","['Warren Beatty', 'Julie Christie', 'René Auberjonois', 'William Devane', 'John Schuck', 'Corey Fischer', 'Bert Remsen', 'Shelley Duvall', 'Keith Carradine', 'Michael Murphy']",['Robert Altman'],https://image.tmdb.org/t/p/w500/oR839yRsFAiQHwJ78hdKZYjEBg8.jpg
2884,3094,Maurice (1987),Drama|Romance,1987,93512,26371,Maurice,"After his lover rejects him, Maurice attempts to come to terms with his sexuality within the restrictiveness of Edwardian society.",en,"['Drama', 'Romance']","['Merchant Ivory Productions', 'Cinecom Pictures', 'Film Four International', 'Maurice Productions']","['coming out', 'secret love', 'based on novel or book', 'england', 'homophobia', 'forbidden love', 'coming of age', 'in the closet', 'lgbt', 'friends in love', '1900s', 'conversion therapy', 'gay theme', 'cambridge university', 'independent film']","['James Wilby', 'Hugh Grant', 'Rupert Graves', 'Denholm Elliott', 'Simon Callow', 'Billie Whitelaw', 'Barry Foster', 'Judy Parfitt', 'Phoebe Nicholls', 'Patrick Godfrey']",['James Ivory'],https://image.tmdb.org/t/p/w500/8HhCyxxzoUqEBmVGK25Jq69LhVo.jpg
2885,3095,"Grapes of Wrath, The (1940)",Drama,1940,32551,596,The Grapes of Wrath,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",en,['Drama'],['20th Century Fox'],"['farm', 'california', 'based on novel or book', 'capitalism', 'ex-detainee', 'oklahoma', 'great depression', 'road trip', 'jail']","['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury']",['John Ford'],https://image.tmdb.org/t/p/w500/eUcxMVBIA0Jg8l1RGUqycrc3eIQ.jpg
2886,3096,My Man Godfrey (1957),Comedy,1957,50738,52470,My Man Godfrey,"The eccentric Bullock household again need a new butler. Daughter Irene encounters bedraggled Godfrey Godfrey at the docks and, fancying him and noticing his obviously good manners, gets him the job. He proves a great success, but keeps his past to himself. When an old flame turns up Irene's sister Cordelia starts making waves.",en,['Comedy'],['Universal International Pictures'],"['butler', 'screwball comedy']","['June Allyson', 'David Niven', 'Jessie Royce Landis', 'Robert Keith', 'Eva Gabor', 'Jay Robinson', 'Martha Hyer', 'Jeff Donnell', 'Herbert Anderson', 'Eric Sinclair']",['Henry Koster'],https://image.tmdb.org/t/p/w500/9qXWyhDDoQH2WEc3KecjRmu6QC.jpg
2887,3097,"Shop Around the Corner, The (1940)",Comedy|Romance,1940,33045,20334,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",en,"['Comedy', 'Drama', 'Romance']",['Metro-Goldwyn-Mayer'],"['salesclerk', 'secret love', 'lovesickness', 'budapest, hungary', 'anonymous letter', 'man woman relationship', 'pen pals', 'love', 'black and white', 'co-workers relationship', 'music box', 'bickering', 'questioning', 'gift shop', 'holiday season', 'curious', 'christmas', 'introspective', 'parfumerie']","['Margaret Sullavan', 'James Stewart', 'Frank Morgan', 'Joseph Schildkraut', 'Sara Haden', 'Felix Bressart', 'William Tracy', 'Inez Courtney', 'Sarah Edwards', 'Edwin Maxwell']",['Ernst Lubitsch'],https://image.tmdb.org/t/p/w500/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg
2888,3098,"Natural, The (1984)",Drama,1984,87781,11393,The Natural,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,en,['Drama'],['TriStar Pictures'],"['corruption', 'sports', 'baseball', 'attempted murder', 'talent', 'redemption', 'child prodigy', 'femme fatale', 'lightning bolt', 'hdd']","['Robert Redford', 'Robert Duvall', 'Glenn Close', 'Kim Basinger', 'Wilford Brimley', 'Barbara Hershey', 'Robert Prosky', 'Richard Farnsworth', 'Joe Don Baker', 'Michael Madsen']",['Barry Levinson'],https://image.tmdb.org/t/p/w500/fwn1gYeOkS1XHKVFdNorKSIpix8.jpg
2889,3099,Shampoo (1975),Comedy|Romance,1975,73692,31121,Shampoo,"On Election Day, 1968, irresponsible hairdresser and ladies' man George Roundy is too busy cutting hair and dealing with his girlfriends and mistress Felicia Karpf, whose husband Lester is having an affair with his ex-girlfriend Jackie.",en,"['Comedy', 'Drama']","['Columbia Pictures', 'Persky-Bright Productions']","['hairdresser', 'presidential election', 'los angeles, california', 'beverly hills', 'sex comedy', '1960s', 'cheerful']","['Warren Beatty', 'Julie Christie', 'Goldie Hawn', 'Lee Grant', 'Jack Warden', 'Tony Bill', 'George Furth', 'Jay Robinson', 'Ann Weldon', 'Luana Anders']",['Hal Ashby'],https://image.tmdb.org/t/p/w500/6jmFvXPV6OhtX3AkAVnH7rwdeUJ.jpg
2890,3100,"River Runs Through It, A (1992)",Drama,1992,105265,293,A River Runs Through It,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going.",en,"['Drama', 'Family']","['Allied Filmmakers', 'Columbia Pictures']","['journalist', 'individual', 'sibling relationship', 'gambling', 'prohibition era', 'montana', 'fishing', 'fly fishing', 'pastor', 'semi autobiographical']","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd', 'Edie McClurg', 'Stephen Shellen', 'Vann Gravage', 'Nicole Burdette', 'Susan Traylor']",['Robert Redford'],https://image.tmdb.org/t/p/w500/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg
2891,3101,Fatal Attraction (1987),Thriller,1987,93010,10998,Fatal Attraction,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,en,"['Thriller', 'Drama', 'Romance']",['Paramount Pictures'],"['new york city', 'sexual obsession', 'marriage crisis', 'obsession', 'married couple', 'deceived wife', 'one-night stand', 'stalker', 'stalking', 'lawyer', 'female stalker', 'extramarital affair', 'obsessive love', 'executive', 'married man', 'psychotic obsessions', 'obsessed with a man', 'obsessive relationship', ""every man's nightmare""]","['Michael Douglas', 'Glenn Close', 'Anne Archer', 'Ellen Hamilton Latzen', 'Stuart Pankin', 'Ellen Foley', 'Fred Gwynne', 'Tom Brennan', 'Lois Smith', 'Mike Nussbaum']",['Adrian Lyne'],https://image.tmdb.org/t/p/w500/vjB9XwJKnYqFKKjhWcE6WpAf5Ki.jpg
2892,3102,Jagged Edge (1985),Thriller,1985,89360,12235,Jagged Edge,"After a wealthy heiress is murdered in her beach house, her devastated husband becomes the prime suspect. He hires a lawyer who hasn’t taken a criminal case in years, and as they work together, a complicated romance develops amidst the trial.",en,['Thriller'],"['Delphi IV Productions', 'Columbia Pictures']","['court', 'proof', 'client', 'sociopath', 'lawyer', 'courtroom', 'beach house', 'heiress', 'psycho killer', 'neo-noir', 'female attorney']","['Glenn Close', 'Jeff Bridges', 'Peter Coyote', 'Lance Henriksen', 'Robert Loggia', 'Michael Dorn', 'Maria Mayenzet', 'William Allen Young', 'Ben Hammer', 'James Karen']",['Richard Marquand'],https://image.tmdb.org/t/p/w500/wHYjo3NLc293ZEXVSGhRIUr3Iqi.jpg
2893,3103,Stanley & Iris (1990),Drama|Romance,1990,100680,36094,Stanley & Iris,"An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",en,"['Drama', 'Romance']","['Star Partners II', 'Metro-Goldwyn-Mayer', 'Lantana Productions']","['widow', 'education', 'bakery', 'love', 'tutor']","['Jane Fonda', 'Robert De Niro', 'Swoosie Kurtz', 'Martha Plimpton', 'Jamey Sheridan', 'Feodor Chaliapin Jr.', 'Zohra Lampert', 'Loretta Devine', 'Kathy Kinney', 'Harley Cross']",['Martin Ritt'],https://image.tmdb.org/t/p/w500/ydDNS3aCnBWOT9jQiEVmN56rk2i.jpg
2894,3104,Midnight Run (1988),Action|Adventure|Comedy|Crime,1988,95631,9013,Midnight Run,"A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.",en,"['Comedy', 'Crime', 'Thriller']","['Universal Pictures', 'City Light Films']","['crooked lawyer', 'road trip', 'buddy', 'buddy comedy', 'bail jumper', 'mafia accountant', 'stretch limousine', 'manhattan, new york city', 'southwestern u.s.', 'bus station', 'police surveillance']","['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton', 'Dennis Farina', 'Joe Pantoliano', 'Richard Foronjy', 'Robert Miranda', 'Jack Kehoe', 'Wendy Phillips']",['Martin Brest'],https://image.tmdb.org/t/p/w500/yx0touyDQ9enWDsFgS4MbBwCSNd.jpg
2895,3105,Awakenings (1990),Drama,1990,99077,11005,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",en,['Drama'],['Parkes/Lasker productions'],"['coma', 'experiment', 'based on novel or book', 'hope', 'miracle', 'based on true story', 'hospital', 'illness', 'woman director', 'comatose', 'medical drama']","['Robert De Niro', 'Robin Williams', 'John Heard', 'Julie Kavner', 'Penelope Ann Miller', 'Ruth Nelson', 'Max von Sydow', 'Anne Meara', 'Dexter Gordon', 'George Martin']",['Penny Marshall'],https://image.tmdb.org/t/p/w500/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg
